TAZ,Work_0,Work_1,Work_2,Work_3,Work_4,University,School,Escort,Maintenance,Discretionary,AtWork
6665,-1.8804,-2.53173,-1.56122,-0.87282,-0.29563,0,0,0,0,0,0
6666,-1.09442,-2.61502,-1.27461,-1.63279,0.07146,-1.89921,0,0,0,0,0
6667,-0.85273,-0.67061,0.16874,-1.02738,1.35135,0,0,0,0,0,0
6668,-1.00495,-1.29783,-0.81705,-0.18008,0.83859,0,0,0,0,0,0
6669,-0.39135,-1.21199,0.639,0.39747,0.82321,0,0,0,0,0,0
6670,-1.49019,-0.91677,0.74112,0.93461,2.25664,0,0,0,0,0,0
6671,2.08474,-9.73001E-3,0.40919,3.17305,3.16644,0,0,0,0,0,0
6672,-1.58771,0,0,0,0,0,0,0,0,0,0
6673,-0.84248,-0.53949,-0.53644,0.93641,1.83058,0,0,0,0,0,0
6674,-0.97064,0.03724,-0.05729,0.79648,0.3889,0,0,0,0,0,0
6675,-0.24993,-0.91821,-0.33304,0.21285,1.34539,0,0,0,0,0,0
6676,-3.56494,-0.09292,0.36203,1.12183,2.70409,0,0,0,0,0,0
6677,-2.7199,0.17668,0.19362,1.05946,2.07059,0,0,0,0,0,0
6678,-3.24977,0.24378,0.1657,0.5694,2.33001,0,4.25005,0,0,0,0
6679,-3.16859,-0.23803,-0.09109,-0.11612,2.46256,3.38047,2.40729,0,0,0,0
6680,-3.16399,-0.04104,0.01318,-0.25745,2.38867,3.56592,3.31174,0,0,0,0
6681,-3.12204,-0.26012,-0.03665,-0.07029,2.36487,3.83316,0,0,0,0,0
6682,-1.41069,0.5838,0.47314,1.23741,1.7904,0,0,0,0,0,0
6683,-1.9218,0.28851,0.47468,0.46509,1.34967,3.51689,0,0,0,0,0
6684,1.12274,1.36784,0.28791,-0.08779,0.77384,3.20413,0,0,0,0,0
6685,0.27145,0.63129,0.35598,-0.20981,0.09775,1.75101,1.43345,0,0,0,0
6686,-0.33357,1.00498,0.33992,0.20527,0.56885,0,0,0,0,0,0
6687,1.00464,1.78674,0.85509,0.54676,0.97485,0,0,0,0,0,0
6688,-0.55258,1.16583,0.49688,-0.09401,0.82302,0,4.50583,0,0,0,0
6689,0,0,0,0,0,0,0,0,0,0,0
6690,0.83079,1.14815,0.3181,-0.32527,0.09898,0,0,0,0,0,0
6691,-0.55535,0.84419,0.26773,-0.41119,0.54577,0,0,0,0,0,0
6692,0.73252,1.00739,0.62978,-0.33462,-0.12049,0,0,0,0,0,0
6693,0,0,0,0,0,0,0,0,0,0,0
6694,0.26937,0.73151,0.25325,-0.53179,-0.08276,0.33039,0,0,0,0,0
6695,0.07815,0.91809,0.05599,-0.69562,-0.28872,0,0,0,0,0,0
6696,-0.52396,0.40963,-0.40804,-1.17149,-0.44827,1.19133,1.06628,0,0,0,0
6697,-1.07788,0.58603,0.16407,-0.58163,0.63131,0,0,0,0,0,0
6698,-0.03636,1.44559,0.45353,0.19367,-0.05763,0,3.49835,0,0,0,0
6699,0.14042,0.78202,-3.18173E-3,-0.73005,-0.31937,0,0,0,0,0,0
6700,0.41947,0.73308,0.11851,-0.57336,-0.29299,1.22428,0.40543,0,0,0,0
6701,0.93037,0.75849,0.26486,-0.10408,0.26547,0,0,0,0,0,0
6702,-0.26,0.41245,-0.23425,-0.94951,-0.12846,0,2.99645,0,0,0,0
6703,-0.73237,0.06286,-0.39521,-1.18775,-0.26668,1.7583,1.56671,0,0,0,0
6704,0.23614,0.94634,0.18945,-0.85418,-0.12319,1.83049,0,0,0,0,0
6705,-0.34314,0.43459,-0.20065,-0.80108,-0.34979,1.27626,3.0031,0,0,0,0
6706,-0.55948,0.45018,-0.23552,-1.24553,-0.2692,1.16542,1.95399,0,0,0,0
6707,0.06778,0.52784,0.08044,-0.28737,-0.0744,0,0,0,0,0,0
6708,-0.26987,0.04679,-0.70576,-1.51682,-1.06308,0.63111,-0.16006,0,0,0,0
6709,0.71392,0.62898,-0.2123,-0.91768,-0.45772,1.13259,1.20226,0,0,0,0
6710,0.05205,0.46453,0.04197,-1.06265,-0.21561,0,0,0,0,0,0
6711,0.7692,0.76012,-0.19934,-0.56387,-0.32772,1.28825,0,0,0,0,0
6712,-0.53451,0.36443,-0.37381,-1.25251,-0.62745,0.30223,0,0,0,0,0
6713,0.08327,0.4117,-0.39498,-1.02498,-0.58488,0.9001,0.62825,0,0,0,0
6714,0.35494,0.70368,-0.13815,-1.13142,-0.33229,1.0418,1.30216,0,0,0,0
6715,0.72347,0.72425,-0.17568,-1.06172,-0.45192,1.17799,1.7439,0,0,0,0
6716,-0.17883,0.27019,-0.29327,-1.2358,-0.46832,1.30476,1.78191,0,0,0,0
6717,0.64109,0.52855,-0.16276,-0.97809,-0.54685,0.93424,0,0,0,0,0
6718,-0.06686,0.12508,-0.7254,-1.4942,-1.13643,0.85384,0.95186,0,0,0,0
6719,0.16759,0.52684,-0.26035,-1.24115,-0.54113,1.32891,1.26846,0,0,0,0
6720,-1.07873,-0.28359,-0.86697,-1.72735,-1.1053,0.89178,0.49116,0,0,0,0
6721,-0.31735,-0.02264,-0.83818,-1.53891,-0.92575,0.63436,0.47236,0,0,0,0
6722,0.3518,0.35024,-0.0991,-0.99064,-0.50887,0.63833,1.04481,0,0,0,0
6723,-0.04652,0.55053,-0.43105,-1.00898,-0.30835,0.58569,1.57068,0,0,0,0
6724,0.407,0.50939,-0.20426,-1.08094,-0.5497,0.96593,0,0,0,0,0
6725,0.96791,0.44555,-0.1316,-1.12416,-0.55873,0.46791,1.13546,0,0,0,0
6726,0.30788,0.24314,-0.42206,-1.33334,-0.71142,0.23498,-0.14731,0,0,0,0
6727,0.52947,0.35504,-0.38065,-1.08563,-0.61455,0.54665,0,0,0,0,0
6728,0.28821,0.46929,-0.20642,-1.27328,-0.61272,0.46249,0.4585,0,0,0,0
6729,0.41235,0.35385,-0.31627,-1.21979,-0.65973,0.60008,0.91937,0,0,0,0
6730,0.03861,-0.04621,-0.71431,-1.70378,-1.00767,0.25209,1.06766,0,0,0,0
6731,0.30568,0.46435,0.67162,-0.10957,1.21812,0,0,0,0,0,0
6732,0.52143,0.23572,-0.24515,-1.28149,-0.65697,0.45686,1.12829,0,0,0,0
6733,0,0,0,0,0,0,0,0,0,0,0
6734,0.07062,0.11702,-0.64384,-1.46766,-0.9034,0.5389,0.71175,0,0,0,0
6735,0.41836,0.14408,-0.47854,-1.30687,-0.68042,0.63713,0,0,0,0,0
6736,0.6202,-0.20757,-0.06557,-1.19624,-0.66577,0.27499,0.30986,0,0,0,0
6737,0.46787,0.24069,-0.38446,-1.3219,-0.45841,0.18694,-0.57589,0,0,0,0
6738,0.46813,0.36445,-0.5377,-1.24681,-0.5981,0.8406,0,0,0,0,0
6739,0.42523,0.24946,-0.39856,-1.16722,-0.55137,0.01626,0,0,0,0,0
6740,0.07061,-0.01544,-0.57139,-1.42328,-0.73515,0.31952,0,0,0,0,0
6741,-3.56461,0.20197,-0.11696,1.64877,3.04348,0,0,0,0,0,0
6742,0,0,0,0,0,0,0,0,0,0,0
6743,-2.87576,-0.075,0.20028,0.17425,0,0,0,0,0,0,0
6744,-3.06603,0.13462,0.10973,0.09794,2.51401,3.45918,0,0,0,0,0
6745,-2.99388,0.41857,0.56263,0.7502,2.92363,0,3.91395,0,0,0,0
6746,-3.20163,0.3872,0.67408,0.70691,2.46747,0,0,0,0,0,0
6747,-3.3373,1.22136,0.66489,0.74403,3.1153,0,0,0,0,0,0
6748,-2.62514,0.63787,0.9964,-2.65409,2.2337,0,0,0,0,0,0
6749,-3.30667,0.13089,0.78098,0.46803,1.80046,0,0,0,0,0,0
6750,-2.41421,0.53941,1.22295,1.53518,3.07871,0,0,0,0,0,0
6751,-1.78379,-0.07963,2.17725,0.04475,0.87314,0,0,0,0,0,0
6752,-3.48831,0.53164,0.65081,0.74995,1.94429,0,0,0,0,0,0
6753,-4.01283,0.83787,-0.68472,0,0.72988,0,0,0,0,0,0
6754,0,0,0,0,0,0,0,0,0,0,0
6755,-2.42792,0.75836,0.28371,-0.1062,1.49966,3.24318,0,0,0,0,0
6756,-3.05631,-0.11311,0.21174,0.05553,1.77453,3.25234,2.81743,0,0,0,0
6757,-3.21835,2.0477,1.18666,-1.9212,3.34459,0,0,0,0,0,0
6758,-3.66238,0.28319,0.45676,-0.34368,0,0,0,0,0,0,0
6759,-1.09565,0.66893,0.38863,0.42236,1.27589,3.03844,0,0,0,0,0
6760,-2.651,0.7774,0.82297,-0.15196,2.36857,3.27881,1.86573,0,0,0,0
6761,-2.56783,0.19277,0.36972,-0.1771,1.59728,3.17295,0,0,0,0,0
6762,-2.6666,0.04352,0.26775,-0.31456,1.30576,3.5251,1.93582,0,0,0,0
6763,-2.60672,-0.13408,0.53211,0.07604,1.19758,0.66077,0,0,0,0,0
6764,-2.23335,0.24547,0.36344,0.04522,1.49371,0,0,0,0,0,0
6765,-2.76748,-0.11707,0.33326,-0.26436,1.0911,3.25946,3.12787,0,0,0,0
6766,-2.73075,0.03798,0.42327,-0.36583,1.28495,3.35828,2.67119,0,0,0,0
6767,-3.01901,0.03349,-0.05313,-0.11002,1.18631,3.05068,0,0,0,0,0
6768,-2.41484,0.0944,0.68397,0.08833,1.55076,3.14204,1.05542,0,0,0,0
6769,-2.65938,0.35921,0.57204,-0.28627,1.55259,3.1756,1.3644,0,0,0,0
6770,-2.11765,-0.09728,0.78414,-2.97925,0,0,0,0,0,0,0
6771,-2.58984,-0.17707,0.08073,-0.14462,1.60804,0,0,0,0,0,0
6772,-2.14102,0.45861,0.6241,-0.01221,1.22418,3.03998,0,0,0,0,0
6773,-2.11603,0.28001,0.3776,0.63088,1.37493,0,0,0,0,0,0
6774,-2.05397,0.40999,0.41309,0.72605,1.69609,0,0,0,0,0,0
6775,-1.13062,-0.25646,1.45685,-1.30363,1.94253,0,0,0,0,0,0
6776,-1.6435,0.71175,0.45821,0.18523,2.22343,0,0,0,0,0,0
6777,-2.11377,-0.95143,0.55933,0.87957,3.24271,0,0,0,0,0,0
6778,-2.13298,0.24368,1.05048,-0.44379,2.23244,0,0,0,0,0,0
6779,-0.93467,0.99795,-0.11165,-1.96703,0.55145,0,0,0,0,0,0
6780,-1.43561,0.45572,0.98615,-0.11004,-0.66275,0,0,0,0,0,0
6781,0.13354,1.20992,0.8112,-0.09873,2.34661,0,0,0,0,0,0
6782,-1.67572,0.181,0.23272,-0.15118,1.83352,0,0.7826,0,0,0,0
6783,-1.01049,0.88111,0.64021,0.34659,1.45462,3.25693,1.40981,0,0,0,0
6784,-2.01689,0.03727,0,-7.1283E-3,1.27462,0,0,0,0,0,0
6785,-2.81757,-0.47964,0.34775,-0.69409,1.97442,0,0,0,0,0,0
6786,-2.49158,0.24691,0,-0.91862,0.77598,0,0,0,0,0,0
6787,-1.12456,1.18506,0.76472,4.69444E-3,1.95203,0,0,0,0,0,0
6788,2.46953,1.50736,0.92717,1.88426,3.50012,0,0,0,0,0,0
6789,0,2.90141,0.86512,1.76532,0,0,0,0,0,0,0
6790,2.0194,1.3438,0.13733,1.56137,2.6178,4.18983,0,0,0,0,0
6791,1.9811,0.98896,-0.27401,0.93346,2.13658,1.78558,3.20917,0,0,0,0
6792,1.50843,0.51615,-0.35938,0.5226,1.95875,0,0,0,0,0,0
6793,0.16899,-0.91192,-0.95256,0.20023,1.37014,1.02353,0,0,0,0,0
6794,1.21491,0.37396,-0.43981,0.18857,1.78157,1.99261,0,0,0,0,0
6795,0,0,0,0,0,0,0,0,0,0,0
6796,2.74029,1.10445,0.308,1.47176,2.80136,0,0,0,0,0,0
6797,2.15514,1.4479,1.07478,1.44711,2.51325,0,0,0,0,0,0
6798,0.94745,-0.27182,-0.74455,0.44704,2.2481,1.02353,0,0,0,0,0
6799,0.5456,-0.65399,-0.42199,0.95491,1.94203,0,1.30145,0,0,0,0
6800,0.36756,-0.41779,-0.38224,0.74551,1.73217,0.76381,-1.12575,0,0,0,0
6801,0.46273,-0.09531,-0.58005,0.68215,1.68228,0,0,0,0,0,0
6802,0.58826,0.11198,-0.82964,0.5556,1.74768,0,0,0,0,0,0
6803,1.70491,-0.34382,0.01458,0.8801,1.97549,0,0,0,0,0,0
6804,-3.5829,0.17226,0.72021,-0.08494,2.28616,0,0,0,0,0,0
6805,-3.08282,-0.23308,0.58137,0.69295,2.85007,0,0,0,0,0,0
6806,-3.79538,-0.43075,0.10543,0.17986,2.88785,0,0,0,0,0,0
6807,-3.47841,-0.42797,0.24725,0.31557,2.48445,0,0,0,0,0,0
6808,-3.50964,-0.5766,0.51604,0.09526,2.16086,2.99856,0,0,0,0,0
6809,-3.12787,-0.40604,0.30413,0.44607,2.70828,0,0,0,0,0,0
6810,-3.67811,-0.32627,0.41221,0.46688,1.87889,0,-0.72486,0,0,0,0
6811,0,0,0,0,0,0,0,0,0,0,0
6812,-3.74579,-0.0451,0.21755,-0.21849,2.99133,0,0,0,0,0,0
6813,-3.88627,-0.17511,0.07617,0.583,2.64328,0,0,0,0,0,0
6814,-2.71316,-0.18827,0.61477,1.22668,2.50624,0,0,0,0,0,0
6815,-3.53395,-0.34019,0.28358,0.8458,2.71656,0,0,0,0,0,0
6816,-2.71365,-0.17893,0.90141,0.79656,2.28323,0,0,0,0,0,0
6817,-3.53287,0.333,1.02945,0.97173,3.30773,0,0,0,0,0,0
6818,-3.80892,-0.28855,0.30015,-0.05827,2.40979,4.12084,0,0,0,0,0
6819,-3.23254,-0.60987,0.05404,-0.2252,2.27283,0.66077,0,0,0,0,0
6820,-2.20556,-0.59602,1.5743,0.54851,2.59583,0,0,0,0,0,0
6821,-3.96862,-0.71709,-0.12838,0.39145,1.12357,0,0,0,0,0,0
6822,-2.71093,-0.24487,0.90575,-0.20318,2.65795,0,0,0,0,0,0
6823,-2.35501,-0.35821,0.68472,0.74677,2.53012,0,0,0,0,0,0
6824,-2.28605,-2.17257,-0.10996,-2.34422,-0.36182,0,0,0,0,0,0
6825,-2.92173,-0.50992,1.11966,0.1403,2.84895,0,0,0,0,0,0
6826,-2.54823,-0.20458,1.09654,0.23095,2.90376,0,0,0,0,0,0
6827,-2.69165,-0.57491,0.25802,-0.20811,2.31114,3.94607,-0.24207,0,0,0,0
6828,-3.17329,-0.71471,0.07901,-0.35994,2.04279,3.39595,-0.45518,0,0,0,0
6829,-1.01579,0.4275,1.19733,-0.03165,2.27569,0,0,0,0,0,0
6830,-2.61253,-0.14061,0.36092,0.14045,2.16064,0,0,0,0,0,0
6831,-2.2449,-0.63659,0.2415,0.3624,1.86051,0,0,0,0,0,0
6832,-3.91254,0.57438,0.25714,-0.26703,3.49154,0,0,0,0,0,0
6833,-3.01794,-0.2701,-0.13536,-0.02609,2.76962,0,0,0,0,0,0
6834,0,0,0,0,0,0,0,0,0,0,0
6835,0,0,0,0,0,0,0,0,0,0,0
6836,-4.23851,-1.02059,0.14133,-0.05,2.61027,0,0,0,0,0,0
6837,-2.92804,-0.63,0.19437,-0.08101,2.15479,3.90818,0,0,0,0,0
6838,-2.72248,1.15756,-0.04507,-0.37833,2.61127,0,0,0,0,0,0
6839,-2.27431,-0.07233,1.36569,0.49966,2.0932,0,0,0,0,0,0
6840,-2.15683,-0.25714,0.38856,0.72171,2.48258,0,0,0,0,0,0
6841,-3.02134,-0.8124,0.05305,-0.45901,2.17614,0.33039,0,0,0,0,0
6842,-2.42662,-0.8743,-0.07176,-0.10618,2.39425,1.429,0,0,0,0,0
6843,-3.01517,-1.0091,-0.27189,-0.40593,2.457,3.32085,-0.99,0,0,0,0
6844,-2.58737,-0.33759,0.32158,-0.02212,2.60535,4.00388,0.64167,0,0,0,0
6845,-2.62738,-0.32411,0.43047,-0.31453,2.81066,0,0,0,0,0,0
6846,-2.64317,-0.58499,0.48902,0.07244,2.27307,3.95361,0,0,0,0,0
6847,-2.55373,-0.33125,0.13464,0.24421,2.23105,0,0,0,0,0,0
6848,-3.01738,-0.81844,0.09648,-0.23145,2.40465,0,0,0,0,0,0
6849,-3.21785,-1.44777,-0.47267,-0.56282,1.50906,3.59951,-1.10545,0,0,0,0
6850,-3.33042,-1.16439,-0.26382,-0.47172,1.86653,0,0,0,0,0,0
6851,-2.55844,-0.75362,0.29855,-0.30666,1.82559,0,0,0,0,0,0
6852,-3.35997,-1.32494,-0.29236,-0.79923,1.7996,0,0.56567,0,0,0,0
6853,-3.48761,-1.27045,-0.49533,-0.72894,1.98695,2.20219,0,0,0,0,0
6854,-3.25807,-1.08199,-0.43875,-0.49552,2.04706,0,0,0,0,0,0
6855,-3.80379,-1.73864,-0.68989,-1.08473,1.33873,3.4702,-1.22279,0,0,0,0
6856,-2.92984,-0.52131,-0.10482,-0.16114,2.46334,3.20091,-0.29814,0,0,0,0
6857,-3.21723,-0.8095,-0.17427,-0.34043,2.14247,0,0,0,0,0,0
6858,-2.68636,-0.56629,0.43513,0.11834,2.78955,4.15724,-0.25388,0,0,0,0
6859,-2.01334,-0.33834,8.0007E-3,0.2438,0,0,0,0,0,0,0
6860,-3.15286,-1.06862,-0.15372,-0.19864,1.77978,3.83978,-0.23611,0,0,0,0
6861,-3.09796,-0.87823,-0.10024,-0.49976,2.03477,0,0,0,0,0,0
6862,-3.82173,-1.57419,-0.54064,-1.09332,1.44599,2.35403,0.43938,0,0,0,0
6863,-3.66768,-1.3005,-0.41553,-0.6617,1.76709,0,0,0,0,0,0
6864,-2.98142,-0.72404,-0.05158,0.13525,2.30455,0,0,0,0,0,0
6865,-2.9052,-0.62797,-0.3406,0.2994,2.58784,0,0,0,0,0,0
6866,-2.73024,-0.84999,0.16958,-0.49904,2.20984,2.04707,0.58053,0,0,0,0
6867,-3.17112,-0.71198,-0.11935,0.04115,2.16456,0,0,0,0,0,0
6868,-3.29529,-1.23054,-0.37979,-0.73498,1.73384,3.87463,0,0,0,0,0
6869,-3.21115,-1.2471,-0.45807,-0.45773,1.80677,3.88005,0.47338,0,0,0,0
6870,-2.36853,-0.33677,-0.26766,-0.25278,2.25247,0,0,0,0,0,0
6871,-2.32687,0.39267,0.36145,0.94473,1.68838,0,0,0,0,0,0
6872,-2.86566,-0.33778,-0.06165,-0.36255,2.32676,0,0,0,0,0,0
6873,-2.99422,-0.58214,-0.12691,0.11387,2.54688,4.03578,-0.09262,0,0,0,0
6874,-2.3597,-0.89488,0.29255,-0.44429,2.2135,0,0,0,0,0,0
6875,-1.72709,0.11653,0.74159,1.56957,3.14203,0,0,0,0,0,0
6876,-2.71111,-0.71572,0.26395,-8.39069E-4,2.24523,0,0,0,0,0,0
6877,-3.34188,-1.05537,0.02345,0.1246,2.15753,0,0,0,0,0,0
6878,-3.1184,-0.97532,-0.20345,-0.40053,2.19321,3.98959,0,0,0,0,0
6879,-3.38729,-0.94296,-0.26033,-0.37192,1.94427,3.49708,0,0,0,0,0
6880,-3.29093,-1.08623,-0.17202,-0.30793,2.26079,3.97665,0.27674,0,0,0,0
6881,-2.12058,-0.53591,0.61906,0.17781,2.94938,0,0,0,0,0,0
6882,-2.80341,-0.28637,0.30478,-0.14795,3.31743,0,0,0,0,0,0
6883,-1.7061,0.42447,1.1726,0.49511,3.6209,0,0,0,0,0,0
6884,0,0,0,0,0,0,0,0,0,0,0
6885,-4.42963,-0.49272,0.09364,0.78103,2.91339,0,0,0,0,0,0
6886,0,0,0,0,0,0,0,0,0,0,0
6887,-1.51043,0.09751,1.30667,-0.60393,3.23019,0,0,0,0,0,0
6888,0,0,0,0,0,0,0,0,0,0,0
6889,-2.809,-0.46732,1.03828,-0.22409,3.36017,0,0,0,0,0,0
6890,-3.07937,-0.54219,0.44991,0.13014,3.32541,0,0,0,0,0,0
6891,0,0,0,0,0,0,0,0,0,0,0
6892,-1.82835,0.28383,1.0443,0.72114,3.96094,0,0,0,0,0,0
6893,-2.28707,-0.86294,0.56448,1.66478,4.31877,0,0,0,0,0,0
6894,-1.15592,0.35313,2.08491,1.83449,0,0,0,0,0,0,0
6895,0,0,0,0,0,0,0,0,0,0,0
6896,0,0,0,0,0,0,0,0,0,0,0
6897,-1.88543,-1.93252,0.26773,-1.93558,0,0,0,0,0,0,0
6898,0,0,0,0,0,0,0,0,0,0,0
6899,-2.70266,-0.09171,0.70778,-0.05022,3.28616,0,0,0,0,0,0
6900,-3.45452,-0.74957,0.41779,1.17917,3.47461,0,0,0,0,0,0
6901,-2.5046,-0.75419,-0.29696,-0.64209,-0.03309,0,0,0,0,0,0
6902,-1.5585,0.12757,0.60191,0.0904,0,0,0,0,0,0,0
6903,-2.21939,-0.3223,-0.26421,-1.27622,0,0,0,0,0,0,0
6904,-3.50887,-0.36608,0.02982,0.26364,3.07707,0.33039,0,0,0,0,0
6905,0,0,0,0,0,0,0,0,0,0,0
6906,0,0,0,0,0,0,0,0,0,0,0
6907,-2.90413,-1.60083,-0.68972,0,0,0,0,0,0,0,0
6908,-3.13352,-1.2356,-0.22868,-1.01124,2.76144,0,0,0,0,0,0
6909,-2.69241,-1.99928,0.4915,0.05818,0,0.66077,0,0,0,0,0
6910,-3.62608,-0.5009,-0.66546,-1.41242,3.06304,0,0,0,0,0,0
6911,-4.07766,-1.09308,-0.91841,-1.46962,2.63019,0.28118,0.9906,0,0,0,0
6912,-3.07784,0.05214,-0.94882,-1.03544,3.84788,0,0,0,0,0,0
6913,-4.33373,-1.14037,-1.06964,-1.53235,2.92312,0,0,0,0,0,0
6914,-2.64078,-1.18195,-5.07665E-3,-0.38794,1.24888,0,0,0,0,0,0
6915,-3.97379,0.40038,0.81352,1.60528,1.84673,0,0,0,0,0,0
6916,-3.51224,-0.33848,-0.61869,-0.7372,2.84537,1.77657,2.57362,0,0,0,0
6917,-3.72652,-0.18671,0.84964,-0.21458,2.55795,0,0,0,0,0,0
6918,-3.78118,-0.61055,-0.94389,0,0,0,0,0,0,0,0
6919,-3.02697,-1.01502,0.46753,-0.29178,4.39955,0,0,0,0,0,0
6920,-2.96405,-0.92674,0,0,0,0,0,0,0,0,0
6921,-3.53725,-0.85796,-1.4644,-0.13736,3.11679,0,0,0,0,0,0
6922,-2.34193,-0.66696,0.34308,0.13213,0,0,0,0,0,0,0
6923,-2.29922,-1.09017,-1.16389,-1.18397,-0.71584,0,0,0,0,0,0
6924,-3.28315,-0.71513,-0.62902,-1.06501,3.01932,0,0,0,0,0,0
6925,-2.39245,0.47067,-0.24665,-0.62604,1.58228,0,0,0,0,0,0
6926,-2.67237,0.27803,-0.44383,-0.4204,0,0,0,0,0,0,0
6927,0,0,-0.11821,-0.34155,0,0,0,0,0,0,0
6928,0,0,0,0,0,0,0,0,0,0,0
6929,-2.57074,-0.56623,-0.3488,-0.85184,2.63477,0,0,0,0,0,0
6930,-3.31403,0.22809,-2.10846,0.48748,0,0,0,0,0,0,0
6931,0,0,0,0,0,0,0,0,0,0,0
6932,-2.51437,0.05406,1.01105,0.84372,0,0,0,0,0,0,0
6933,-2.6749,1.04146,1.7323,0.2581,2.78015,0,0,0,0,0,0
6934,-3.17108,-0.02405,-0.14457,1.17874,3.43184,0,0,0,0,0,0
6935,0,0,0,0,0,0,0,0,0,0,0
6936,-1.29772,-1.24471,0.23711,0.68143,0.45581,0,0,0,0,0,0
6937,-3.57968,0.32888,1.05545,-0.26953,0,0,0,0,0,0,0
6938,-3.03397,-0.83631,1.07277,-0.69926,1.09896,0,0,0,0,0,0
6939,-2.68024,-0.70049,1.42114,0.05867,3.32049,0,0,0,0,0,0
6940,-4.76557,-0.17782,-1.40019,-1.96181,1.20954,0,0,0,0,0,0
6941,-3.13077,-0.24039,0.77839,0.81073,2.22788,0,0,0,0,0,0
6942,0,0,0,0,0,0,0,0,0,0,0
6943,-3.88456,-0.10142,0,-1.17443,1.95587,0,0,0,0,0,0
6944,-2.84755,1.04995,0.80575,0.61057,2.733,0,0,0,0,0,0
6945,-3.50182,0.05703,0.89622,0.60935,2.3122,0,0,0,0,0,0
6946,0,0,0,0,0,0,0,0,0,0,0
6947,-3.01739,-0.31777,0.35839,0.40498,2.31653,3.69265,0.63581,0,0,0,0
6948,-2.50382,0.19988,-0.26772,-0.04037,0.53458,0,0,0,0,0,0
6949,-1.97749,-1.79589,-0.98929,0,0,0,0,0,0,0,0
6950,-2.75047,0.47547,0.21579,1.34589,3.39633,0,0,0,0,0,0
6951,-3.30747,-0.09986,0.64318,0.06779,2.04666,3.76434,0.2408,0,0,0,0
6952,-2.74393,0.01601,2.17365,-1.27797,0,0,0,0,0,0,0
6953,-3.42958,-0.52069,0.18604,-0.30353,2.01587,0,0,0,0,0,0
6954,-3.04984,-0.31819,0.31059,0.15353,1.99774,3.54752,1.92046,0,0,0,0
6955,-2.67574,0.0457,0.27001,0.73112,1.4127,0,0,0,0,0,0
6956,-3.11444,-4.33871E-3,0.67917,0.25734,2.76671,0,0,0,0,0,0
6957,-2.4154,-0.09287,0.83533,0.68493,2.54557,0,0,0,0,0,0
6958,-2.05541,0.09887,1.40947,0.35635,2.76029,0,0,0,0,0,0
6959,-2.94721,0.37673,0.03832,0.30648,2.38389,0,0,0,0,0,0
6960,-1.37951,0.85399,0.81739,0.11306,2.09318,0,0,0,0,0,0
6961,-1.45696,-0.78471,0.84148,-0.01782,1.02193,0,0,0,0,0,0
6962,-2.46413,-0.8152,0.68412,1.06577,1.72245,0,0,0,0,0,0
6963,-1.58771,-1.31402,-1.67228,-0.78097,-0.85838,0,0,0,0,0,0
6964,-3.00399,-0.27273,0.89581,0.16571,2.72502,0,0,0,0,0,0
6965,-1.94575,0,0,0,0,0,0,0,0,0,0
6966,-0.64651,-0.13538,0.1548,0.8105,3.93739,0,0,0,0,0,0
6967,-1.33183,0.60811,0.22444,-0.79163,1.96083,0,0,0,0,0,0
6968,-1.95533,0.63717,0.86578,1.14169,1.47422,0,0,0,0,0,0
6969,-2.29409,0.3586,1.87351,0.22344,1.11756,0,0,0,0,0,0
6970,0,0,0,0,0,0,0,0,0,0,0
6971,-3.47315,-0.73496,0.36167,-1.05568,3.11482,0,0,0,0,0,0
6972,-3.94774,-0.82164,-0.12942,-0.79866,3.09526,0,0,0,0,0,0
6973,-3.81657,-0.92503,-0.25802,0.07679,2.30232,0,0,0,0,0,0
6974,-3.4066,-0.69531,0.11717,0.45023,2.79968,3.01611,0,0,0,0,0
6975,-3.60786,-0.90402,-0.37689,-0.78079,2.78921,0,0,0,0,0,0
6976,0,0,0,0,0,0,0,0,0,0,0
6977,-4.29657,-0.83818,-0.43315,-0.8827,2.41638,1.0351,-0.05155,0,0,0,0
6978,-3.6835,-0.813,-0.43067,-0.14342,2.27428,1.02353,0,0,0,0,0
6979,0,0,0,0,0,0,0,0,0,0,0
6980,-4.30388,-0.03391,0.18723,0.41363,0,0,0,0,0,0,0
6981,-3.85656,-0.62856,-0.312,-0.57422,2.91423,0,0,0,0,0,0
6982,-2.78131,-1.1019,0.40329,0.47356,2.50576,0,0,0,0,0,0
6983,-3.34898,-0.73403,-0.36738,-0.66253,2.55219,0,0,0,0,0,0
6984,-3.98519,-0.02923,-0.29849,-0.06669,3.23577,0,0,0,0,0,0
6985,-3.24742,-0.67506,-0.44173,-0.78668,3.39964,0,0,0,0,0,0
6986,-3.01115,-0.32394,-0.60953,0.69406,2.54315,0,0,0,0,0,0
6987,-4.27376,-0.56695,-0.64218,0.23205,3.83291,0,0,0,0,0,0
6988,-3.32264,-0.20971,-0.16471,0.36105,2.92861,3.04688,0,0,0,0,0
6989,-3.22841,-0.50862,-0.73736,0.07888,3.2006,0,0,0,0,0,0
6990,-3.47988,-0.66702,-0.44433,-0.57182,2.80276,0,0,0,0,0,0
6991,-2.37144,-0.40145,-1.20141,0.16303,2.81835,0,0,0,0,0,0
6992,-4.18688,-0.74777,-0.27038,-0.38185,3.86071,0,0,0,0,0,0
6993,-2.40492,-1.53305,0,0,0,0,0,0,0,0,0
